ticker,name,sector,most_recent_quarter,price_from,roc,earnings_yield,book_market_ratio,roc_rank,earnings_yield_rank,magic_rank
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,2022-12-31,2023-03-18,0.5202601300650325,0.050486673042237654,0.5978018443062406,289,568,857
HUN,Huntsman Corporation,Basic Materials,2022-12-31,2023-03-18,0.2074904319300164,0.11337708765966756,0.7127121704586493,683,174,857
QLYS,"Qualys, Inc.",Technology,2022-12-31,2023-03-18,1.4187181663837012,0.0304132321786835,0.06381627772738517,61,797,858
GGG,Graco Inc.,Industrials,2022-12-31,2023-03-18,0.507409888666555,0.051430306302046605,0.1648921933085502,298,560,858
DCI,"Donaldson Company, Inc.",Industrials,2023-01-31,2023-03-18,0.3991307200262424,0.060904548111688814,0.15837351333976213,392,469,861
CMCO,Columbus McKinnon Corporation,Industrials,2022-12-31,2023-03-18,0.32048460340084195,0.0710565984418278,0.8107142857142857,474,387,861
NEU,NewMarket Corporation,Basic Materials,2022-12-31,2023-03-18,0.259722748800701,0.08745758986571113,0.22792957419654253,583,278,861
ACA,"Arcosa, Inc.",Industrials,2022-12-31,2023-03-18,0.2250162022034997,0.101981260919808,0.7395051613960347,646,215,861
HTZ,"Hertz Global Holdings, Inc.",Industrials,2022-12-31,2023-03-18,0.1748190116462071,0.14006763778162903,0.5316644993498049,743,123,866
ROP,"Roper Technologies, Inc.",Industrials,2022-12-31,2023-03-18,1.7744614273679142,0.028116329609693902,0.35511206126955785,50,817,867
MTD,Mettler-Toledo International Inc.,Healthcare,2022-12-31,2023-03-18,1.1082017940132631,0.03287309866331504,0.0007697012596985796,92,775,867
NGVT,Ingevity Corporation,Basic Materials,2022-12-31,2023-03-18,0.2829093392521769,0.08026758377633805,0.2717665844099289,547,320,867
DOCS,"Doximity, Inc.",Healthcare,2022-12-31,2023-03-18,4.397014706958367,0.02259317956761357,0.15611417450535192,12,857,869
CGNX,Cognex Corporation,Technology,2022-12-31,2023-03-18,1.0506710779482848,0.033440218860065665,0.17126413155190134,105,765,870
DK,"Delek US Holdings, Inc.",Energy,2022-12-31,2023-03-18,0.17847402597402598,0.13467192447288415,0.6355725879170424,734,136,870
ANET,"Arista Networks, Inc.",Technology,2022-12-31,2023-03-18,1.105087463736181,0.03236077650806202,0.0975131691779983,93,780,873
NCR,NCR Corporation,Technology,2022-12-31,2023-03-18,0.4358523725834798,0.056159013747429466,0.5049435028248588,359,514,873
VRSK,"Verisk Analytics, Inc.",Industrials,2022-12-31,2023-03-18,0.6529661214408873,0.04390464884270243,0.06279780085522298,230,644,874
OSIS,"OSI Systems, Inc.",Technology,2022-12-31,2023-03-18,0.26035258281317825,0.08408082221797758,0.4225587008997147,579,295,874
SUM,"Summit Materials, Inc.",Basic Materials,2022-12-31,2023-03-18,0.21223509479323432,0.10485636680380865,0.6345358887636228,670,205,875
CLF,Cleveland-Cliffs Inc.,Basic Materials,2022-12-31,2023-03-18,0.16040876364480916,0.15303473866351036,0.8742511520737327,762,114,876
CBZ,"CBIZ, Inc.",Industrials,2022-12-31,2023-03-18,0.471848207833844,0.05245526756139229,0.3034168081494058,328,549,877
MPLX,MPLX LP,Energy,2022-12-31,2023-03-18,0.24080611944689614,0.09137732452466771,0.3479011610598392,616,261,877
EPAM,"EPAM Systems, Inc.",Technology,2022-12-31,2023-03-18,0.7786948408745276,0.03936389521628573,0.18606812252046176,172,708,880
OPCH,"Option Care Health, Inc.",Healthcare,2022-12-31,2023-03-18,0.761377068991309,0.03994587278375689,0.24463712267180476,179,702,881
SUN,Sunoco LP,Energy,2022-12-31,2023-03-18,0.24101103595585618,0.09010037760197859,0.26939903846153845,615,266,881
EXPO,"Exponent, Inc.",Industrials,2022-12-31,2023-03-18,1.1989206122205764,0.02986736703938095,0.06595168679716784,82,802,884
CSWI,"CSW Industrials, Inc.",Industrials,2022-12-31,2023-03-18,0.4485919575566994,0.05401490619848454,0.24577201677468544,348,536,884
STER,Sterling Check Corp.,Technology,2022-12-31,2023-03-18,0.7638596351786353,0.03922939953562427,0.6904805077062557,176,710,886
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.20822321511545114,0.10363725530576108,0.24257839721254354,679,207,886
VIAV,Viavi Solutions Inc.,Technology,2022-12-31,2023-03-18,0.37021175350939806,0.06182868118653747,0.29853658536585365,424,463,887
HESM,Hess Midstream LP,Energy,2022-12-31,2023-03-18,0.2508424400844015,0.08448327663117039,0.2143131973836091,594,293,887
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.21113779130604476,0.10257009454626767,0.018097502972651607,673,214,887
CCK,"Crown Holdings, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.2593381072188891,0.08335833685309556,0.20267414557787636,587,302,889
TDY,Teledyne Technologies Incorporated,Technology,2022-12-31,2023-03-18,0.5777674795806059,0.04451898439825541,0.4265321118894822,252,638,890
PG,The Procter & Gamble Company,Consumer Defensive,2022-12-31,2023-03-18,0.5095158880085714,0.04809252471340965,0.1293710207794025,296,594,890
GNTX,Gentex Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.3662083125244266,0.06192591218730399,0.33252921221258946,428,462,890
CARS,Cars.com Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.8241188862950521,0.037024542232233136,0.33734729493891796,158,733,891
CNC,Centene Corporation,Healthcare,2022-12-31,2023-03-18,0.5005716463414634,0.04858640100833797,0.6983213429256595,304,587,891
A,"Agilent Technologies, Inc.",Healthcare,2023-01-31,2023-03-18,0.7391304347826086,0.040127847193359316,0.14237122691094758,192,700,892
ST,Sensata Technologies Holding plc,Technology,2022-12-31,2023-03-18,0.38944075506119175,0.05923242319840526,0.44727153188691643,405,487,892
UAA,"Under Armour, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.20752813360263975,0.10257607445744156,0.47752027809965236,681,213,894
ODFL,"Old Dominion Freight Line, Inc.",Industrials,2022-12-31,2023-03-18,0.47554748631606764,0.049840719735613895,0.09995475931958016,321,576,897
VZ,Verizon Communications Inc.,Communication Services,2022-12-31,2023-03-18,0.21592702203019076,0.09650688065965443,0.589888556673009,661,236,897
UA,"Under Armour, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.20752813360263975,0.10186566568766964,0.5345006485084307,681,216,897
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.2807013506983594,0.07684772813230775,0.24824716529699367,552,346,898
HTLD,"Heartland Express, Inc.",Industrials,2022-12-31,2023-03-18,0.1817016408583895,0.11504620641858901,0.6872461928934009,728,171,899
TKR,The Timken Company,Industrials,2022-12-31,2023-03-18,0.24607577009323733,0.08402450200581142,0.42239491823219355,603,297,900
COLM,Columbia Sportswear Company,Consumer Cyclical,2022-12-31,2023-03-18,0.2595739321662808,0.08108343912880206,0.3622441860465116,586,315,901
LRN,"Stride, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.26161031688645775,0.07936813974874023,0.5180031039834455,575,330,905
CHGG,"Chegg, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.4767324930214817,0.048737350861473024,0.5423218673218673,320,586,906
MANH,"Manhattan Associates, Inc.",Technology,2022-12-31,2023-03-18,4.990685361309932,0.017196019424072187,0.025421720340164503,6,901,907
ADSK,"Autodesk, Inc.",Technology,2023-01-31,2023-03-18,2.086497890295359,0.02132990372935629,0.026749033197729893,38,869,907
RVLV,"Revolve Group, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.5218731492911116,0.04584665027874788,0.20879741727199355,286,621,907
VEEV,Veeva Systems Inc.,Healthcare,2023-01-31,2023-03-18,3.9420826213517204,0.01877364069306754,0.13754272142733012,19,889,908
GD,General Dynamics Corporation,Industrials,2022-12-31,2023-03-18,0.3532421776696586,0.06085444206977633,0.3107311482924593,440,470,910
MNST,Monster Beverage Corporation,Consumer Defensive,2022-12-31,2023-03-18,0.9840781042263195,0.030862572919444938,0.13059520341780756,119,792,911
HBI,Hanesbrands Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.21957547647237943,0.09251628064127543,0.22416502946954814,657,255,912
EQT,EQT Corporation,Energy,2022-12-31,2023-03-18,0.1387521909580104,0.16285315791075694,1.041164453524004,803,109,912
ODP,The ODP Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.20772946859903382,0.09683379609378771,0.6819056139566092,680,235,915
GNRC,Generac Holdings Inc.,Industrials,2022-12-31,2023-03-18,0.31967483845777545,0.0639270307582782,0.3248917174931495,475,444,919
SJM,The J. M. Smucker Company,Consumer Defensive,2023-01-31,2023-03-18,0.4211691590600117,0.052465096952410195,0.5146431393205162,372,548,920
SHW,The Sherwin-Williams Company,Basic Materials,2022-12-31,2023-03-18,0.5410748840775493,0.043574654089420586,0.055443585496042704,272,649,921
STGW,Stagwell Inc.,Communication Services,2022-12-31,2023-03-18,0.456452180733254,0.048738515701288426,0.5635384615384615,338,585,923
HAL,Halliburton Company,Energy,2022-12-31,2023-03-18,0.2841298879487766,0.07217601604359039,0.2942237061769616,543,380,923
SLGN,Silgan Holdings Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.2831574817704109,0.07218634071832224,0.3090891089108911,544,379,923
SEB,Seaboard Corporation,Industrials,2022-12-31,2023-03-18,0.13734191258043044,0.14801970052589147,1.1341553137105063,807,119,926
INCY,Incyte Corporation,Healthcare,2022-12-31,2023-03-18,0.6844199736930843,0.039138943167875195,0.2664900842162456,217,711,928
ZI,ZoomInfo Technologies Inc.,Technology,2022-12-31,2023-03-18,1.9314194577352473,0.019567220369904655,0.23661616161616159,43,886,929
HRL,Hormel Foods Corporation,Consumer Defensive,2023-01-31,2023-03-18,0.3944732719312359,0.05467181360981854,0.3633116036505867,400,529,929
CABO,"Cable One, Inc.",Communication Services,2022-12-31,2023-03-18,0.28939357618863637,0.06930764613337986,0.4662634388046919,530,399,929
BSY,"Bentley Systems, Incorporated",Technology,2022-12-31,2023-03-18,2.5314737664366618,0.016753661613839507,0.044997559785261106,26,904,930
SATS,EchoStar Corporation,Technology,2022-12-31,2023-03-18,0.11945005579817719,0.18105583584832852,2.321837183718372,842,88,930
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,2022-12-31,2023-03-18,0.32167802185287164,0.06229236582919334,0.28135353535353536,472,459,931
RRX,Regal Rexnord Corporation,Industrials,2022-12-31,2023-03-18,0.30639451024957387,0.06483564270752412,0.7033894598731687,502,431,933
SON,Sonoco Products Company,Consumer Cyclical,2022-12-31,2023-03-18,0.23551472649495175,0.08235672226715017,0.39105360443622916,625,308,933
ENPH,"Enphase Energy, Inc.",Technology,2022-12-31,2023-03-18,1.9052506419836677,0.018719316843362466,0.03295033761707689,44,891,935
INTU,Intuit Inc.,Technology,2023-01-31,2023-03-18,1.3331688055281343,0.02186929635148629,0.13644032971548745,72,863,935
POWI,"Power Integrations, Inc.",Technology,2022-12-31,2023-03-18,0.62304491219588,0.040628962169441264,0.15758944490669202,241,694,935
ROL,"Rollins, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.9932883646503374,0.02731454191254823,0.07133351815913501,116,820,936
SSTK,"Shutterstock, Inc.",Communication Services,2022-12-31,2023-03-18,0.7562816744582082,0.03472306403068181,0.18221476510067114,183,753,936
ROK,"Rockwell Automation, Inc.",Industrials,2022-12-31,2023-03-18,0.634122919334187,0.04007525808288183,0.093117230757948,237,701,938
ANSS,"ANSYS, Inc.",Technology,2022-12-31,2023-03-18,1.2869676558565926,0.021665220360936512,0.17989006396862647,73,868,941
LGIH,"LGI Homes, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.14935231939098306,0.11692573879647021,0.666717123935667,777,165,942
VMW,"VMware, Inc.",Technology,2023-01-31,2023-03-18,0.7990850171559283,0.032807072594188975,0.030396550266339733,167,776,943
FTV,Fortive Corporation,Technology,2022-12-31,2023-03-18,0.6656164383561644,0.03853609923398413,0.42921945878304396,225,718,943
CDNS,"Cadence Design Systems, Inc.",Technology,2022-12-31,2023-03-18,1.664454762164436,0.018692631193149723,0.04866105955143078,53,892,945
EXEL,"Exelixis, Inc.",Healthcare,2022-12-31,2023-03-18,0.5022008863365587,0.04395860841862392,0.4376638176638176,303,642,945
R,"Ryder System, Inc.",Industrials,2022-12-31,2023-03-18,0.1340014847809948,0.13540095365479654,0.7633782483156881,811,134,945
QRVO,"Qorvo, Inc.",Technology,2022-12-31,2023-03-18,0.33365269973265016,0.0593256606756146,0.43080186239006724,461,485,946
HSIC,"Henry Schein, Inc.",Healthcare,2022-12-31,2023-03-18,0.30649038461538464,0.06379617584219772,0.33838488417238255,501,446,947
FCN,"FTI Consulting, Inc.",Industrials,2022-12-31,2023-03-18,0.4820044630622871,0.045514204600624,0.2574206389711136,319,630,949
PCAR,PACCAR Inc,Industrials,2022-12-31,2023-03-18,0.19829551886411048,0.09400197819780642,0.3672150240209638,701,248,949
MMS,"Maximus, Inc.",Industrials,2022-12-31,2023-03-18,0.39794202560035763,0.05186283958896643,0.35141158989598814,396,559,955
EW,Edwards Lifesciences Corporation,Healthcare,2022-12-31,2023-03-18,0.6858588569019052,0.036308723281667094,0.11823135992073322,214,742,956
CHDN,Churchill Downs Incorporated,Consumer Cyclical,2022-12-31,2023-03-18,0.37332740828519234,0.05375406576671868,0.05972216597140659,421,540,961
SXI,Standex International Corporation,Industrials,2022-12-31,2023-03-18,0.2915239726027397,0.0647959520197194,0.3917440028016109,527,434,961
IP,International Paper Company,Consumer Cyclical,2022-12-31,2023-03-18,0.1458995549904641,0.11320153387752857,0.7121843805049912,788,176,964
FA,First Advantage Corporation,Industrials,2022-12-31,2023-03-18,0.4954594185533203,0.04302964026651135,0.5541331382589613,309,657,966
PAYC,"Paycom Software, Inc.",Technology,2022-12-31,2023-03-18,0.9743221484514769,0.023986628533371253,0.07665198237885464,121,847,968
AIMC,Altra Industrial Motion Corp.,Industrials,2022-12-31,2023-03-18,0.4016680567139283,0.04956019721178084,0.5021938441388343,390,578,968
NTCT,"NetScout Systems, Inc.",Technology,2022-12-31,2023-03-18,0.6864525209872819,0.03453882195557893,1.0182702702702704,213,756,969
BKI,"Black Knight, Inc.",Technology,2022-12-31,2023-03-18,0.9848372781065089,0.023452646221801276,0.3011762576909157,118,852,970
WES,"Western Midstream Partners, LP",Energy,2022-12-31,2023-03-18,0.18011893968287318,0.0958827144823592,0.30549190043461083,733,238,971
ESI,Element Solutions Inc,Basic Materials,2022-12-31,2023-03-18,0.36590060002264235,0.053236888191929586,0.5270402611534276,429,543,972
HEP,"Holly Energy Partners, L.P.",Energy,2022-12-31,2023-03-18,0.22280100759976562,0.08002432385529272,0.38495173197047133,651,321,972
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,2022-12-31,2023-03-18,0.28414530671368193,0.06479837291579169,0.3027831358500964,542,433,975
HLIO,"Helios Technologies, Inc.",Industrials,2022-12-31,2023-03-18,0.35769628099173556,0.05386824163828605,0.3762228051226662,438,538,976
IR,Ingersoll Rand Inc.,Industrials,2022-12-31,2023-03-18,0.6122537659327926,0.037017622649898,0.4326915745329775,245,734,979
INGR,Ingredion Incorporated,Consumer Defensive,2022-12-31,2023-03-18,0.18322981366459629,0.0925744426554111,0.4959006211180125,725,254,979
SPSC,"SPS Commerce, Inc.",Technology,2022-12-31,2023-03-18,1.4555157959308864,0.013681897917758526,0.10225817555938038,58,924,982
ANDE,"The Andersons, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.1234495222935409,0.1266176109734915,0.9416251638269988,835,147,982
IPAR,"Inter Parfums, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.47536406017205746,0.042518627245996865,0.14089382211187382,322,661,983
URI,"United Rentals, Inc.",Industrials,2022-12-31,2023-03-18,0.20976807287292462,0.08263796097852076,0.27512496960198873,677,306,983
KBR,"KBR, Inc.",Industrials,2022-12-31,2023-03-18,0.4894459102902375,0.042196241093513144,0.23307148468185387,313,671,984
MMM,3M Company,Industrials,2022-12-31,2023-03-18,0.3031607063362517,0.06051226314618734,0.260182488837119,507,478,985
CRL,"Charles River Laboratories International, Inc.",Healthcare,2022-12-31,2023-03-18,0.3461667255214739,0.05338914149382811,0.30283537217499484,444,542,986
FAST,Fastenal Company,Industrials,2022-12-31,2023-03-18,0.3982637747836565,0.048188350599240225,0.10629075565784427,395,592,987
META,"Meta Platforms, Inc.",Communication Services,2022-12-31,2023-03-18,0.3093695889181043,0.05790568375468695,0.2458565513010582,492,497,989
MKSI,"MKS Instruments, Inc.",Technology,2022-12-31,2023-03-18,0.29256594724220625,0.06138120102516732,0.7738790526557828,525,466,991
TMO,Thermo Fisher Scientific Inc.,Healthcare,2022-12-31,2023-03-18,0.5761491352042533,0.03634020482749344,0.20575327949720465,253,740,993
GMED,"Globus Medical, Inc.",Healthcare,2022-12-31,2023-03-18,0.3799402069117465,0.04931941227665647,0.3555469805132163,413,580,993
MSA,MSA Safety Incorporated,Industrials,2022-12-31,2023-03-18,0.41930430999057267,0.045968463380863404,0.18166756986916469,376,619,995
SAIA,"Saia, Inc.",Industrials,2022-12-31,2023-03-18,0.2749288814379093,0.06434481259697158,0.22342244791277727,557,439,996
FELE,"Franklin Electric Co., Inc.",Industrials,2022-12-31,2023-03-18,0.30337813580410844,0.05799877418451244,0.26159330089396854,506,495,1001
WERN,"Werner Enterprises, Inc.",Industrials,2022-12-31,2023-03-18,0.15459581947302745,0.09773107246714631,0.5299141332095614,771,231,1002
ZTS,Zoetis Inc.,Healthcare,2022-12-31,2023-03-18,0.5655592687241989,0.03586169664379752,0.057743053444397154,258,745,1003
DCP,"DCP Midstream, LP",Energy,2022-12-31,2023-03-18,0.1592888676768882,0.09565243931873448,0.666030902945437,763,240,1003
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,2022-12-31,2023-03-18,0.37101473645591293,0.04927057726382191,0.230206525511975,422,582,1004
TXT,Textron Inc.,Industrials,2022-12-31,2023-03-18,0.23102242336967702,0.07362039084956677,0.5212569874603415,636,369,1005
CERT,"Certara, Inc.",Healthcare,2022-12-31,2023-03-18,1.3356735410267662,0.009883153442227777,0.30214285714285716,71,938,1009
EMN,Eastman Chemical Company,Basic Materials,2022-12-31,2023-03-18,0.1833860759493671,0.08680598538291104,0.5477783388033325,724,285,1009
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,2022-12-31,2023-03-18,0.5405647691618108,0.036489031056942046,0.5117613310384395,273,737,1010
KRP,"Kimbell Royalty Partners, LP",Energy,2022-12-31,2023-03-18,0.18686646888450809,0.08537378998000682,0.6528879610299234,719,291,1010
CE,Celanese Corporation,Basic Materials,2022-12-31,2023-03-18,0.21683885524284527,0.07525966566299255,0.5045242718446602,659,354,1013
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.2595872572770104,0.06488766354384339,0.36668106706987796,584,430,1014
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,2022-12-31,2023-03-18,0.23899633074914067,0.06998553743336806,0.21101492537313432,620,394,1014
MOD,Modine Manufacturing Company,Consumer Cyclical,2022-12-31,2023-03-18,0.19929006085192696,0.08080148759609579,0.4516880646695197,698,316,1014
LSCC,Lattice Semiconductor Corporation,Technology,2022-12-31,2023-03-18,1.0479828954031396,0.015159144145762868,0.03971607422311648,107,910,1017
HAS,"Hasbro, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.42039269051321926,0.0437797542190953,0.4271041666666667,373,645,1018
PRIM,Primoris Services Corporation,Industrials,2022-12-31,2023-03-18,0.1703858656418805,0.08980018372008851,0.8780816154816996,752,267,1019
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.7339240809483895,0.026231339997968506,0.16743505733676575,194,832,1026
DE,Deere & Company,Industrials,2023-01-31,2023-03-18,0.1914395749037196,0.08055858158171378,0.18674189364461738,710,317,1027
SNPS,"Synopsys, Inc.",Technology,2023-01-31,2023-03-18,0.9135268082618963,0.01864774495116757,0.0992967009368373,138,893,1031
VMI,"Valmont Industries, Inc.",Industrials,2022-12-31,2023-03-18,0.29517923610493296,0.05639697808722422,0.24908834017358542,520,511,1031
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.21297631665826833,0.07442995003678761,0.47452879581151824,667,364,1031
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,2022-12-31,2023-03-18,0.7015873015873015,0.026687243051118175,0.18776657824933687,206,826,1032
NFG,National Fuel Gas Company,Energy,2022-12-31,2023-03-18,0.11773725735059155,0.10994328003161692,0.5035343414100929,846,187,1033
ATGE,Adtalem Global Education Inc.,Consumer Defensive,2022-12-31,2023-03-18,0.2871710216584295,0.05742460995275917,0.920296621807196,535,503,1038
HII,"Huntington Ingalls Industries, Inc.",Industrials,2022-12-31,2023-03-18,0.21165248775457593,0.07408537919479322,0.4386015950243266,672,366,1038
CXW,"CoreCivic, Inc.",Industrials,2022-12-31,2023-03-18,0.09932146970186416,0.11639906372655358,1.3871937639198217,872,166,1038
CPRT,"Copart, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.4145615389244109,0.04268064623132877,0.15691336775674125,382,659,1041
VAC,Marriott Vacations Worldwide Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.2121855107608366,0.0733830856452634,0.5010835214446951,671,370,1041
TASK,"TaskUs, Inc.",Technology,2022-12-31,2023-03-18,0.3337728106173055,0.048764270498223815,0.33038869257950526,460,583,1043
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.4605809128630705,0.03890437300069376,0.3304324324324325,334,714,1048
EPC,Edgewell Personal Care Company,Consumer Defensive,2022-12-31,2023-03-18,0.27983539094650206,0.057807371691719296,0.7193765586034913,553,499,1052
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.19037483216087955,0.07779550114512866,0.3886945744973836,713,339,1052
TECH,Bio-Techne Corporation,Healthcare,2022-12-31,2023-03-18,0.5889709106201738,0.028733587359778715,0.16084912183653713,247,807,1054
NXT,Nextracker Inc.,Technology,2022-12-31,2023-03-18,0.5260256101633055,0.03313968284738409,0.07220502235982112,281,774,1055
ATSG,"Air Transport Services Group, Inc.",Industrials,2022-12-31,2023-03-18,0.11893234501326849,0.10308389819710183,0.971280276816609,844,211,1055
TREX,"Trex Company, Inc.",Industrials,2022-12-31,2023-03-18,0.3082866184288975,0.051368144374862416,0.10214270409256482,496,561,1057
UHAL-B,U-Haul Holding Company,Industrials,2022-12-31,2023-03-18,0.12230202568223446,0.10016801046619149,0.6664808917197452,838,222,1060
CRGY,Crescent Energy Company,Energy,2022-12-31,2023-03-18,0.11143368671181271,0.10489547533240148,1.7037827352085353,857,204,1061
MPWR,"Monolithic Power Systems, Inc.",Technology,2022-12-31,2023-03-18,0.697695899428965,0.02343641572789021,0.07253998484569228,209,853,1062
MYRG,MYR Group Inc.,Industrials,2022-12-31,2023-03-18,0.2605914294944703,0.059293081188650086,0.2848803908355795,577,486,1063
UHAL,U-Haul Holding Company,Industrials,2022-12-31,2023-03-18,0.12230202568223446,0.09922591319935563,0.5880576044959607,838,225,1063
RTX,Raytheon Technologies Corporation,Industrials,2022-12-31,2023-03-18,0.4008452714199462,0.0419606390465661,0.5191540469973891,391,673,1064
CSX,CSX Corporation,Industrials,2022-12-31,2023-03-18,0.17639979368445183,0.07941975618566267,0.2111726046350744,739,327,1066
GM,General Motors Company,Consumer Cyclical,2022-12-31,2023-03-18,0.1078061818929477,0.10454390433994715,1.4506590772917913,860,206,1066
RMD,ResMed Inc.,Healthcare,2022-12-31,2023-03-18,0.5214984729589887,0.03226223896157651,0.12287300820859488,287,781,1068
MRTN,"Marten Transport, Ltd.",Industrials,2022-12-31,2023-03-18,0.1710500166489648,0.08055017086218076,0.42896688086999507,750,318,1068
HSY,The Hershey Company,Consumer Defensive,2022-12-31,2023-03-18,0.44962143705949886,0.0379101200155225,0.06620604565083281,346,726,1072
ROST,"Ross Stores, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.28697162207306987,0.053896875623901525,0.12368214775622183,537,537,1074
BERY,"Berry Global Group, Inc.",Consumer Cyclical,2022-12-31,2023-03-18,0.18295471870712,0.07597326000569861,0.4925326466801545,726,349,1075
SLAB,Silicon Laboratories Inc.,Technology,2022-12-31,2023-03-18,0.5651054043044335,0.027426945096827596,0.25648288751314097,259,819,1078
TYL,"Tyler Technologies, Inc.",Technology,2022-12-31,2023-03-18,0.816495344238992,0.014685486727116859,0.1923088699060041,160,919,1079
EXTR,"Extreme Networks, Inc.",Technology,2022-12-31,2023-03-18,0.5599056641104173,0.027539413833907525,0.03717366628830874,261,818,1079
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,2022-12-31,2023-03-18,0.2843472317156528,0.05385047061458937,0.3340217799474277,540,539,1079
AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,2022-12-31,2023-03-18,0.0928332217481431,0.10712724665062381,1.0477849336455893,881,200,1081
EPD,Enterprise Products Partners L.P.,Energy,2022-12-31,2023-03-18,0.1504171632896305,0.08257176758024742,0.48919026725169523,775,307,1082
TFX,Teleflex Incorporated,Healthcare,2022-12-31,2023-03-18,0.41565084142655684,0.03993876891498109,0.3634285956580733,380,703,1083
NVST,Envista Holdings Corporation,Healthcare,2022-12-31,2023-03-18,0.33489193682460516,0.0455932000175603,0.6855851063829786,458,626,1084
KMB,Kimberly-Clark Corporation,Consumer Defensive,2022-12-31,2023-03-18,0.296070460704607,0.05026621860500968,0.012929728005104888,515,571,1086
GTES,Gates Industrial Corporation plc,Industrials,2022-12-31,2023-03-18,0.2208784940102681,0.06456417021405429,0.8420811017597551,655,436,1091
AM,Antero Midstream Corporation,Energy,2022-12-31,2023-03-18,0.16891794091374732,0.0776525849202024,0.4628282828282828,753,341,1094
PR,Permian Resources Corporation,Energy,2022-12-31,2023-03-18,0.11900437753242443,0.09279021604422201,1.082119914346895,843,251,1094
EFX,Equifax Inc.,Industrials,2022-12-31,2023-03-18,0.43563542400751704,0.03698150513948199,0.1607745532380905,360,735,1095
TRS,TriMas Corporation,Consumer Cyclical,2022-12-31,2023-03-18,0.20205268695531337,0.06888416297298297,0.5818249534450651,694,401,1095
TROX,Tronox Holdings plc,Basic Materials,2022-12-31,2023-03-18,0.11464796331265174,0.09532822265198827,1.1771604938271605,852,244,1096
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.1766204783752196,0.07468930460243481,0.30823274528009903,738,359,1097
IDXX,"IDEXX Laboratories, Inc.",Healthcare,2022-12-31,2023-03-18,0.6237993925819013,0.022364222749777726,0.015580448065173117,240,858,1098
SYY,Sysco Corporation,Consumer Defensive,2022-12-31,2023-03-18,0.3045082099065274,0.0477822287836549,0.038826432684398136,503,595,1098
UVV,Universal Corporation,Consumer Defensive,2022-12-31,2023-03-18,0.09354696166345558,0.1009424189847558,1.0956306840648478,880,218,1098
JBT,John Bean Technologies Corporation,Industrials,2022-12-31,2023-03-18,0.3777478689995514,0.04107012104482638,0.2699373071947458,414,685,1099
EHC,Encompass Health Corporation,Healthcare,2022-12-31,2023-03-18,0.18859121011438892,0.0715682146174122,0.25474296799224055,714,385,1099
PEP,"PepsiCo, Inc.",Consumer Defensive,2022-12-31,2023-03-18,0.38100847485357153,0.040981967869489815,0.07111288756923428,412,689,1101
TJX,"The TJX Companies, Inc.",Consumer Cyclical,2023-01-31,2023-03-18,0.28623593851227985,0.05132867441310087,0.07297261009667023,538,563,1101
WWE,"World Wrestling Entertainment, Inc.",Communication Services,2022-12-31,2023-03-18,0.32749124891615017,0.04456102702355266,0.08341533661346454,467,636,1103
