ticker,sector,marketCap,asOfDate,currencyCode,TotalDebt,LongTermDebt,CurrentAssets,CurrentLiabilities,NetPPE,EBIT,CashCashEquivalentsAndShortTermInvestments,enterpriseValue,priceToBook
2342.TW,,,2021-12-31,TWD,329252000.0,,2879964000.0,704158000.0,751061000.0,85962000.0,2290444000.0,,
2344.TW,,,2021-12-31,TWD,28536768000.0,23304951000.0,72506733000.0,28644931000.0,63876525000.0,5576959000.0,42108079000.0,,
2345.TW,,,2021-12-31,TWD,2146037000.0,1003418000.0,31782233000.0,17643456000.0,2557257000.0,1850516000.0,7591791000.0,,
2347.TW,,,2021-12-31,TWD,68809284000.0,1500000000.0,166051621000.0,129393889000.0,10673841000.0,4024267000.0,21617016000.0,,
2348.TW,,,2021-12-31,TWD,12867928000.0,8124445000.0,16101379000.0,4329476000.0,62614000.0,781223000.0,2839268000.0,,
2349.TW,,,2021-12-31,TWD,5322424000.0,3373738000.0,7983322000.0,4843609000.0,8811011000.0,20685000.0,4496750000.0,,
2351.TW,,,2021-12-31,TWD,3510494000.0,2381276000.0,7575066000.0,3549492000.0,5165272000.0,306672000.0,814938000.0,,
2352.TW,,,2021-12-31,TWD,54164684000.0,26702353000.0,109920440000.0,88333471000.0,37650924000.0,2199675000.0,22063118000.0,,
2353.TW,,,2021-12-31,TWD,13224793000.0,10099820000.0,175095238000.0,129423055000.0,5792512000.0,3658108000.0,47842409000.0,,
2354.TW,,,2021-12-31,TWD,22964680000.0,,118826609000.0,61985449000.0,5747819000.0,1312860000.0,83723605000.0,,
2355.TW,,,2021-12-31,TWD,2482505000.0,,14405703000.0,7065506000.0,7738772000.0,-17144000.0,5487642000.0,,
2356.TW,,,2021-12-31,TWD,66610010000.0,3790708000.0,207623422000.0,180080218000.0,30628494000.0,1780998000.0,37653333000.0,,
2357.TW,,,2021-12-31,TWD,11003840000.0,155043000.0,348705042000.0,238182510000.0,21142435000.0,14823023000.0,73819700000.0,,
2358.TW,,,2021-12-31,TWD,1883925000.0,792378000.0,3023949000.0,1414900000.0,802094000.0,78550000.0,404250000.0,,
2359.TW,,,2021-12-31,TWD,1365765000.0,,4973624000.0,2866587000.0,497123000.0,119122000.0,2458809000.0,,
2360.TW,,,2021-12-31,TWD,3767021000.0,1447169000.0,14724532000.0,7879488000.0,6441754000.0,904672000.0,4946997000.0,,
2362.TW,,,2021-12-31,TWD,27912438000.0,22871867000.0,15854087000.0,13760799000.0,6692563000.0,828372000.0,6350026000.0,,
2363.TW,,,2021-12-31,TWD,7876000.0,,878580000.0,105676000.0,755434000.0,-80423000.0,664545000.0,,
2364.TW,,,2021-12-31,TWD,654099000.0,,534324000.0,810270000.0,321288000.0,10665000.0,236489000.0,,
2365.TW,,,2021-12-31,TWD,371452000.0,333833000.0,1700675000.0,243464000.0,690526000.0,31914000.0,1117101000.0,,
2367.TW,,,2021-12-31,TWD,9304519000.0,6234031000.0,7336176000.0,6688803000.0,13529567000.0,-408083000.0,675656000.0,,
2368.TW,,,2021-12-31,TWD,4247860000.0,2874108000.0,18162077000.0,10274232000.0,5868329000.0,1194615000.0,3842798000.0,,
2369.TW,,,2021-12-31,TWD,1412436000.0,931461000.0,4833450000.0,2195855000.0,4139148000.0,259100000.0,1646990000.0,,
2371.TW,,,2021-12-31,TWD,41928598000.0,25517486000.0,35132444000.0,48572312000.0,34111570000.0,2694889000.0,13322886000.0,,
2373.TW,,,2021-12-31,TWD,5056679000.0,1130000000.0,10657461000.0,7000463000.0,3225541000.0,591361000.0,7069105000.0,,
2374.TW,,,2021-12-31,TWD,285577000.0,,4593172000.0,2286649000.0,3277828000.0,15991000.0,2631819000.0,,
2375.TW,,,2021-12-31,TWD,8156364000.0,896279000.0,12175833000.0,9091572000.0,2687022000.0,270467000.0,7438494000.0,,
2376.TW,,,2021-12-31,TWD,385845000.0,200000000.0,60298149000.0,30749578000.0,4403737000.0,3986474000.0,21535586000.0,,
2377.TW,,,2021-12-31,TWD,2338166000.0,,93388309000.0,53706424000.0,6101654000.0,4659284000.0,23754046000.0,,
2379.TW,,,2021-12-31,TWD,15680880000.0,1002799000.0,86245402000.0,58820923000.0,7890848000.0,4847592000.0,52890874000.0,,
2380.TW,,,2021-12-31,TWD,808697000.0,,1624620000.0,1288850000.0,722739000.0,-45479000.0,242373000.0,,
2382.TW,,,2021-12-31,TWD,191508687000.0,22674652000.0,649417390000.0,520721286000.0,55650570000.0,12797720000.0,181703045000.0,,
2383.TW,,,2022-03-31,TWD,5481579000.0,774325000.0,27608365000.0,15872635000.0,10847282000.0,1700276000.0,8368241000.0,,
2385.TW,,,2021-12-31,TWD,2059074000.0,,59730746000.0,46755094000.0,15744391000.0,2641561000.0,6762266000.0,,
2387.TW,,,2021-12-31,TWD,5569618000.0,1332498000.0,14358279000.0,11202386000.0,6456731000.0,282284000.0,2132091000.0,,
2388.TW,,,2021-12-31,TWD,2531939000.0,2266484000.0,15129132000.0,4706568000.0,2260580000.0,3341398000.0,12564387000.0,,
2390.TW,,,2021-12-31,TWD,118084000.0,28970000.0,3024441000.0,367613000.0,260037000.0,44836000.0,2340395000.0,,
2392.TW,,,2021-12-31,TWD,23982675000.0,17754993000.0,50288129000.0,29954063000.0,22602342000.0,722977000.0,10965908000.0,,
2393.TW,,,2021-12-31,TWD,2909619000.0,69572000.0,20331320000.0,10923197000.0,8031180000.0,354924000.0,11058506000.0,,
2395.TW,,,2021-12-31,TWD,573106000.0,,36686300000.0,16503678000.0,10841119000.0,2682371000.0,12990789000.0,,
